,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
90,2111147781,19188,10.1162/QJEC.2006.121.2.399,Journal,mandated disclosure stock returns and the 1964 securities acts amendments,"Mandated Disclosure, Stock Returns, and the 1964 Securities Acts Amendments",,2006,2006-05-01,2005-08-19,Oxford University Press,203860005.0,,,121.0,2.0,399,460.0,34,205,362,Quarterly Journal of Economics,2111147781.0,19159.0,,2016-06-24,2500028529,1321305853.0,2,Paul E. Oyer,"Graduate School of Business, Stanford University, and National Bureau of Economic Research",15064,paul oyer,Paul Oyer,97018004.0,115,77,3097,2016-08-23
91,2151016306,19446,10.1162/00335530151144096,Journal,domestic policies national sovereignty and international economic institutions,"Domestic Policies, National Sovereignty, and International Economic Institutions",,2001,2001-05-01,1999-08-01,Oxford University Press,203860005.0,,,116.0,2.0,519,562.0,18,204,415,Quarterly Journal of Economics,2151016306.0,19209.0,,2016-06-24,2124575537,1321305853.0,2,Robert W. Staiger,University of Wisconsin at Madison and National Bureau of Economic Research,13788,robert w staiger,Robert W. Staiger,1321305853.0,262,142,6744,2016-06-24
91,2151016306,19446,10.1162/00335530151144096,Journal,domestic policies national sovereignty and international economic institutions,"Domestic Policies, National Sovereignty, and International Economic Institutions",,2001,2001-05-01,1999-08-01,Oxford University Press,203860005.0,,,116.0,2.0,519,562.0,18,204,415,Quarterly Journal of Economics,2151016306.0,19209.0,,2016-06-24,2198106154,1321305853.0,1,Kyle Bagwell,Columbia University and National Bureau of Economic Research.,13788,kyle bagwell,Kyle Bagwell,97018004.0,218,128,8389,2016-06-24
92,2170834958,18754,10.1093/QJE/QJE029,Journal,the organization of firms across countries,THE ORGANIZATION OF FIRMS ACROSS COUNTRIES,,2012,2012-09-07,2012-11-19,Oxford University Press,203860005.0,,,127.0,4.0,1663,1705.0,98,296,858,Quarterly Journal of Economics,2170834958.0,18196.0,,2016-06-24,1974304570,,2,Raffaella Sadun,,15164,raffaella sadun,Raffaella Sadun,136199984.0,153,102,3070,2016-06-24
92,2170834958,18754,10.1093/QJE/QJE029,Journal,the organization of firms across countries,THE ORGANIZATION OF FIRMS ACROSS COUNTRIES,,2012,2012-09-07,2012-11-19,Oxford University Press,203860005.0,,,127.0,4.0,1663,1705.0,98,296,858,Quarterly Journal of Economics,2170834958.0,18196.0,,2016-06-24,2118787236,,3,John Van Reenen,,13109,john van reenen,John Van Reenen,63966007.0,629,407,26141,2016-06-24
92,2170834958,18754,10.1093/QJE/QJE029,Journal,the organization of firms across countries,THE ORGANIZATION OF FIRMS ACROSS COUNTRIES,,2012,2012-09-07,2012-11-19,Oxford University Press,203860005.0,,,127.0,4.0,1663,1705.0,98,296,858,Quarterly Journal of Economics,2170834958.0,18196.0,,2016-06-24,2133900406,,1,Nicholas Bloom,,13164,nicholas bloom,Nicholas Bloom,97018004.0,418,235,23628,2016-06-24
93,3121911447,18099,10.3386/W15556,Journal,exports and financial shocks,Exports and Financial Shocks,,2011,2011-11-01,2011-10-13,Oxford University Press,203860005.0,,,126.0,4.0,1841,1877.0,37,381,1163,Quarterly Journal of Economics,3121911447.0,17755.0,,2021-02-01,205488002,,1,Mary Amiti,,14312,mary amiti,Mary Amiti,43638361.0,156,88,5757,2016-06-24
93,3121911447,18099,10.3386/W15556,Journal,exports and financial shocks,Exports and Financial Shocks,,2011,2011-11-01,2011-10-13,Oxford University Press,203860005.0,,,126.0,4.0,1841,1877.0,37,381,1163,Quarterly Journal of Economics,3121911447.0,17755.0,,2021-02-01,2250742331,,2,David E. Weinstein,,13787,david e weinstein,David E. Weinstein,78577930.0,201,117,9337,2016-06-24
94,3122588894,18688,10.2307/2946681,Journal,the effect of prison population size on crime rates evidence from prison overcrowding litigation,The Effect of Prison Population Size on Crime Rates: Evidence from Prison Overcrowding Litigation,,1996,1996-05-01,1995-05-01,Oxford University Press,203860005.0,,,111.0,2.0,319,351.0,7,598,1225,Quarterly Journal of Economics,3122588894.0,18562.0,,2021-02-01,2072625399,1321305853.0,1,Steven D. Levitt,Harvard University and National Bureau of Economic Research.,13291,steven d levitt,Steven D. Levitt,40347166.0,286,170,19022,2016-06-24
95,783969838,21361,,Repository,multinational enterprises foreign knowledge spillovers and host country wages,"Multinational Enterprises, Foreign Knowledge Spillovers and Host Country Wages",,2012,2012-01-01,,Institute of Economic Research,2738413198.0,,,7.0,1.0,7,20.0,3,5,5,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2016-06-24,2157305567,4654613.0,1,Andrzej Cieślik,University of Warsaw - Poland,15791,andrzej cieślik,Andrzej Cieślik,4654613.0,162,159,943,2016-06-24
96,2085474340,22132,10.2307/1884582,Journal,exports in an imperfect competition framework an analysis of 1 446 exporters,"Exports in an Imperfect Competition Framework: An Analysis of 1,446 Exporters",,1980,1980-05-01,,Oxford University Press,203860005.0,,,94.0,3.0,507,524.0,2,87,130,Quarterly Journal of Economics,,,,2016-06-24,2620012045,865419266.0,2,Alexis Jacquemin,Catholic University of Louvain,14276,alexis jacquemin,Alexis Jacquemin,95674353.0,145,131,5730,2017-06-05
96,2085474340,22132,10.2307/1884582,Journal,exports in an imperfect competition framework an analysis of 1 446 exporters,"Exports in an Imperfect Competition Framework: An Analysis of 1,446 Exporters",,1980,1980-05-01,,Oxford University Press,203860005.0,,,94.0,3.0,507,524.0,2,87,130,Quarterly Journal of Economics,,,,2016-06-24,2650760685,,1,Herbert Glejser,Universities of Namur and Brussels,18487,herbert glejser,Herbert Glejser,,1,1,87,2017-06-30
96,2085474340,22132,10.2307/1884582,Journal,exports in an imperfect competition framework an analysis of 1 446 exporters,"Exports in an Imperfect Competition Framework: An Analysis of 1,446 Exporters",,1980,1980-05-01,,Oxford University Press,203860005.0,,,94.0,3.0,507,524.0,2,87,130,Quarterly Journal of Economics,,,,2016-06-24,2663470676,865419266.0,3,Jean Petit,Catholic University of Louvain,18487,jean petit,Jean Petit,865419266.0,1,1,87,2017-06-30
97,1973710178,35049,10.2307/1885839,Journal,the check off system and the closed shop among the united mine workers,The Check-Off System and the Closed Shop among the United Mine Workers,,1911,1911-08-01,,Oxford University Press,203860005.0,,,25.0,4.0,730,741.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2652578363,,1,F. A. King,,21226,f a king,F. A. King,,1,1,0,2017-06-30
98,577699598,27913,,Journal,炭層の上にある大学 ル ル大学留学記 1979 80年,炭層の上にある大学--ル-ル大学留学記(1979〜80年),,1980,1980-11-01,,関東学院大学経済学会,203860005.0,,,,126.0,70,85.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2734067643,,1,新一 久保,,21226,新一 久保,新一 久保,,1,1,0,2017-07-14
99,2101535662,18036,10.1162/0033553053970179,Journal,the more the merrier the effect of family size and birth order on children s education,The More the Merrier? The Effect of Family Size and Birth Order on Children's Education,,2005,2005-05-01,2007-09-14,Oxford University Press,203860005.0,,,120.0,2.0,669,700.0,31,806,1665,Quarterly Journal of Economics,,,,2016-06-24,1353101743,161318765.0,2,Paul J. Devereux,"University of California, Los Angeles, and IZA",14604,paul j devereux,Paul J. Devereux,100930933.0,170,85,5667,2016-06-24
99,2101535662,18036,10.1162/0033553053970179,Journal,the more the merrier the effect of family size and birth order on children s education,The More the Merrier? The Effect of Family Size and Birth Order on Children's Education,,2005,2005-05-01,2007-09-14,Oxford University Press,203860005.0,,,120.0,2.0,669,700.0,31,806,1665,Quarterly Journal of Economics,,,,2016-06-24,2065728897,931913249.0,3,Kjell G. Salvanes,"Norwegian School of Economics and Business Administration, Statistics Norway and IZA ",14217,kjell g salvanes,Kjell G. Salvanes,931913249.0,294,183,7896,2016-06-24
99,2101535662,18036,10.1162/0033553053970179,Journal,the more the merrier the effect of family size and birth order on children s education,The More the Merrier? The Effect of Family Size and Birth Order on Children's Education,,2005,2005-05-01,2007-09-14,Oxford University Press,203860005.0,,,120.0,2.0,669,700.0,31,806,1665,Quarterly Journal of Economics,,,,2016-06-24,2267221455,161318765.0,1,Sandra E. Black,"University of California, Los Angeles, IZA, and National Bureau of Economic Research",14065,sandra e black,Sandra E. Black,78577930.0,169,89,10648,2016-06-24
100,2002667889,28374,10.2307/1884563,Journal,interregional payments a comment,Interregional Payments: A Comment,,1950,1950-08-01,,Oxford University Press,203860005.0,,,64.0,3.0,488,489.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2609401497,200719446.0,1,Rendigs Fels,"Vanderbilt University,#TAB#",17456,rendigs fels,Rendigs Fels,200719446.0,15,15,116,2017-05-05
101,2036636517,28087,10.2307/1884504,Journal,the economics of the iron and steel industry,The Economics of the Iron and Steel Industry,,1937,1937-11-01,,Oxford University Press,203860005.0,,,52.0,1.0,179,185.0,0,16,16,Quarterly Journal of Economics,,,,2016-06-24,2110242536,153592363.0,1,M. M. Bober,Lawrence College,19321,m m bober,M. M. Bober,153592363.0,2,2,16,2016-06-24
102,2313059268,26713,10.12775/EQUIL.2009.013,Journal,perspektywy wspolpracy handlowej miedzy unią europejską a chinami,Perspektywy współpracy handlowej między Unią Europejską a Chinami,,2009,2009-03-01,2009-06-30,Institute of Economic Research,2738413198.0,,,2.0,1.0,137,145.0,0,0,0,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2016-06-24,2297697566,,1,Anetta Kuna-Marszałek,University of Łódź,21226,anetta kunamarszalek,Anetta Kuna-Marszałek,,1,1,0,2016-06-24
103,2142242240,34925,10.2307/1883801,Journal,the relation between kinds of statistical units and the quality of statistical material,The Relation Between Kinds of Statistical Units and the Quality of Statistical Material,,1912,1912-08-01,,Oxford University Press,203860005.0,,,26.0,4.0,673,702.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2313196914,1300137990.0,1,G. P. Watkins,"Public Service Commission, New York City",19320,g p watkins,G. P. Watkins,1300137990.0,2,2,4,2016-06-24
104,2066997027,19172,10.1162/QJEC.122.1.119,Journal,how large are the effects from changes in family environment a study of korean american adoptees,How Large are the Effects from Changes in Family Environment? A Study of Korean American Adoptees,,2007,2007-02-01,,Oxford University Press,203860005.0,,,122.0,1.0,119,157.0,60,205,346,Quarterly Journal of Economics,,,,2016-06-24,2126682900,107672454.0,1,Bruce Sacerdote,Dartmouth College and NBER.,13797,bruce sacerdote,Bruce Sacerdote,107672454.0,124,69,11093,2016-06-24
105,1975618628,30575,10.2307/1883612,Journal,some limitations of the value concept,Some Limitations of the Value Concept,,1911,1911-05-01,2004-08-03,Oxford University Press,203860005.0,,,25.0,3.0,409,428.0,0,5,5,Quarterly Journal of Economics,,,,2016-06-24,2584093365,136199984.0,1,Allyn A. Young,"Harvard University , ",18527,allyn a young,Allyn A. Young,136199984.0,11,11,44,2017-02-10
106,2031302338,23438,10.2307/1885573,Journal,estimating the economic model of crime reply,Estimating the Economic Model of Crime: Reply,,1983,1983-02-01,,Oxford University Press,203860005.0,,,98.0,1.0,167,175.0,11,18,18,Quarterly Journal of Economics,,,,2016-06-24,2734580782,114027177.0,1,Ann Dryden Witte,"University of North Carolina, Chapel Hill.",15465,ann dryden witte,Ann Dryden Witte,189731429.0,40,33,1455,2017-07-21
107,2061423894,24246,10.2307/1879517,Journal,towards a better understanding of the incremental capital output ratio,Towards a Better Understanding of the Incremental Capital-Output Ratio,,1968,1968-08-01,1968-01-01,Oxford University Press,203860005.0,,,82.0,3.0,452,464.0,0,19,19,Quarterly Journal of Economics,,,,2016-06-24,2681930711,205783295.0,1,J. Vanek,cornell University,16638,jaroslav vanek,Jaroslav Vanek,205783295.0,10,10,408,2017-06-30
107,2061423894,24246,10.2307/1879517,Journal,towards a better understanding of the incremental capital output ratio,Towards a Better Understanding of the Incremental Capital-Output Ratio,,1968,1968-08-01,1968-01-01,Oxford University Press,203860005.0,,,82.0,3.0,452,464.0,0,19,19,Quarterly Journal of Economics,,,,2016-06-24,2698396126,205783295.0,2,A. H. Studenmund,cornell University,19260,a h studenmund,A. H. Studenmund,205783295.0,1,1,19,2017-06-30
108,1979852797,29576,10.2307/1884095,Journal,the government of the fabian socialist commonwealth,The Government of the Fabian Socialist Commonwealth,,1921,1921-05-01,,Oxford University Press,203860005.0,,,35.0,3.0,431,460.0,0,3,3,Quarterly Journal of Economics,,,,2016-06-24,2654876979,136199984.0,1,A. N. Holcombe,"Harvard University , ",18606,a n holcombe,A. N. Holcombe,136199984.0,9,9,37,2017-06-30
109,1482030970,23651,10.2307/1879674,Journal,ownership and the production function,Ownership and the Production Function,,1964,1964-03-12,,Oxford University Press,203860005.0,,,81.0,1.0,88,111.0,0,55,86,Quarterly Journal of Economics,1482030970.0,23590.0,,2016-06-24,227357432,,2,Martin Shubik,,12916,martin shubik,Martin Shubik,32971472.0,735,580,12159,2016-06-24
109,1482030970,23651,10.2307/1879674,Journal,ownership and the production function,Ownership and the Production Function,,1964,1964-03-12,,Oxford University Press,203860005.0,,,81.0,1.0,88,111.0,0,55,86,Quarterly Journal of Economics,1482030970.0,23590.0,,2016-06-24,2068923041,,1,Lloyd S. Shapley,,12369,lloyd s shapley,Lloyd S. Shapley,161318765.0,159,149,28765,2016-06-24
110,2319499073,32212,10.2307/1884909,Journal,laws regulating the migration of russians through germany,Laws Regulating the Migration of Russians through Germany,,1907,1907-05-01,,Oxford University Press,203860005.0,,,21.0,3.0,488,491.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2314985765,205783295.0,1,E. A. Goldenweiser,cornell University,21198,e a goldenweiser,E. A. Goldenweiser,205783295.0,1,1,1,2016-06-24
111,2057297170,27106,10.2307/1880635,Journal,linear decision rules for economic stabilization and growth comment,Linear Decision Rules for Economic Stabilization and Growth: Comment,,1965,1965-05-01,,Oxford University Press,203860005.0,,,79.0,2.0,310,316.0,0,2,2,Quarterly Journal of Economics,,,,2016-06-24,2132074781,1317239608.0,1,John H. Wood,"Board of Governors, Federal Reserve System, Washington, D.C.",15595,john h wood,John H. Wood,47251452.0,49,46,369,2016-06-24
112,2316610078,30560,10.2307/1883936,Journal,williams s social psychology ogburn s social change,Williams's Social Psychology; Ogburn's Social Change,,1923,1923-02-01,,Oxford University Press,203860005.0,,,37.0,2.0,369,373.0,0,2,2,Quarterly Journal of Economics,,,,2016-06-24,2660551550,130238516.0,1,Z. C. Dickinson,university of minnesota;,20513,z c dickinson,Z. C. Dickinson,130238516.0,2,2,2,2017-06-30
113,2140786056,30483,10.2307/1882846,Journal,the nature and scope of collective bargaining,The Nature and Scope of Collective Bargaining,,1944,1944-05-01,,Oxford University Press,203860005.0,,,58.0,3.0,359,387.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2635412105,,1,Neil Chamberlain,,21196,neil chamberlain,Neil Chamberlain,,1,1,1,2017-06-30
114,2044199265,25458,10.2307/1883062,Journal,security and a financial theory of investment,Security and a Financial Theory of Investment,,1960,1960-08-01,,Oxford University Press,203860005.0,,,74.0,3.0,472,492.0,0,10,10,Quarterly Journal of Economics,,,,2016-06-24,2133498243,63966007.0,1,Myron J. Gordon,Massachusetts Institute Of Technology#TAB#,14041,myron j gordon,Myron J. Gordon,185261750.0,77,75,3859,2016-06-24
115,807702977,23089,10.12775/EQUIL.2012.026,Journal,nation branding as an economic challenge for the countries of the middle and eeast europe on the example of estonia,Nation Branding as an Economic Challenge for the Countries of the Middle and Eeast Europe on the Example of Estonia,,2012,2012-07-15,2012-12-31,Institute of Economic Research,2738413198.0,,,7.0,4.0,49,59.0,4,2,2,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2016-06-24,2667932063,27912750.0,1,Magdalena Raftowicz-Filipkiewicz,"Wroclaw University of Environmental and Life Sciences, Poland#TAB#",18701,magdalena raftowiczfilipkiewicz,Magdalena Raftowicz-Filipkiewicz,27912750.0,12,12,8,2017-06-30
116,2093637920,26987,10.2307/1884855,Journal,the extent and trends of raiding among american unions,The Extent and Trends of Raiding Among American Unions,,1955,1955-02-01,,Oxford University Press,203860005.0,,,69.0,1.0,145,152.0,0,4,4,Quarterly Journal of Economics,,,,2016-06-24,2751012874,52357470.0,1,Joseph Krislov,Ohio State University,20858,joseph krislov,Joseph Krislov,52357470.0,1,1,4,2017-09-15
117,2317080095,33706,10.2307/1882460,Journal,the fundamental error of kapital und kapitalzins,The Fundamental Error of “Kapital Und Kapitalzins.”,,1892,1892-04-01,,Oxford University Press,203860005.0,,,6.0,3.0,280,307.0,0,8,8,Quarterly Journal of Economics,,,,2016-06-24,2312298065,,1,Frederick B. Hawley,,18296,frederick b hawley,Frederick B. Hawley,,10,9,76,2016-06-24
118,2330725024,33624,10.2307/1883956,Journal,patten s essays in economic theory,Patten's Essays in Economic Theory,,1924,1924-11-01,,Oxford University Press,203860005.0,,,39.0,1.0,115,124.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2275149899,56722557.0,1,G. A. Kleene,"Trinity College, Hartford, Conn.",19840,g a kleene,G. A. Kleene,56722557.0,4,4,0,2016-06-24
119,2331068411,33081,10.2307/1885798,Journal,control of investment versus control of return a reply,Control of Investment versus Control of Return: A Reply,,1930,1930-05-01,,,203860005.0,,,44.0,3.0,552,,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2989078929,,1,Bruce W. Knight,,20524,bruce w knight,Bruce W. Knight,107672454.0,2,2,1,2019-11-22
120,2066485117,29965,10.2307/1883967,Journal,on the nature of capital investment intangible assets and the pecuniary magnate,"On the Nature of Capital: Investment, Intangible Assets, and the Pecuniary Magnate",,1908,1908-11-01,,Oxford University Press,203860005.0,,,23.0,1.0,104,136.0,0,83,121,Quarterly Journal of Economics,,,,2016-06-24,1897214289,97018004.0,1,Thorstein Veblen,Stanford University (),13220,thorstein veblen,Thorstein Veblen,40347166.0,156,139,15570,2016-06-24
121,397340207,26052,,Journal,日本企業の欧州におけるm a バブル期の買収ブ ムと国際的未熟性に関する現地調査,日本企業の欧州におけるM&A--バブル期の買収ブ-ムと国際的未熟性に関する現地調査,,1998,1998-04-01,,関東学院大学経済学会,203860005.0,,,,195.0,119,146.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2726411731,,1,皓一 奥村,,21226,皓一 奥村,皓一 奥村,,1,1,0,2017-07-14
122,2006554037,32537,10.2307/1883307,Journal,promotion as the cause of crises,Promotion as the Cause of Crises,,1915,1915-08-01,,Oxford University Press,203860005.0,,,29.0,4.0,748,767.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2277367939,114395901.0,1,Minnie Throop England,University of Nebraska,19762,minnie throop england,Minnie Throop England,114395901.0,4,4,8,2016-06-24
123,2088426199,25548,10.2307/1885413,Journal,optimum population in rural areas empirical evidence from the franc zone,Optimum Population in Rural Areas: Empirical Evidence from the Franc Zone,,1977,1977-05-01,,Oxford University Press,203860005.0,,,91.0,2.0,177,193.0,0,3,3,Quarterly Journal of Economics,,,,2016-06-24,2670001719,121934306.0,1,J. Dirck Stryker,Tufts University,20968,j dirck stryker,J. Dirck Stryker,121934306.0,1,1,3,2017-06-30
124,2170975327,26546,10.2307/1881670,Journal,the relative movements of real and money wage rates,The Relative Movements of Real and Money Wage Rates,,1940,1940-11-01,,Oxford University Press,203860005.0,,,55.0,1.0,130,149.0,0,21,21,Quarterly Journal of Economics,,,,2016-06-24,2987016534,136199984.0,1,Richard Ruggles,"Harvard University , ",19027,richard ruggles,Richard F. Ruggles,136199984.0,2,2,22,2019-11-22
125,2034753426,35876,10.2307/1885518,Journal,italian economic contrasts,Italian Economic Contrasts,,1903,1903-08-01,,Oxford University Press,203860005.0,,,17.0,4.0,680,686.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2291795836,,1,Remsen Whitehouse,,21226,remsen whitehouse,Remsen Whitehouse,,1,1,0,2016-06-24
126,2027278554,35234,10.2307/1880773,Journal,some objections to profit sharing,Some Objections to Profit-Sharing,,1887,1887-01-01,,Oxford University Press,203860005.0,,,1.0,2.0,232,242.0,0,2,2,Quarterly Journal of Economics,,,,2016-06-24,2328785757,,1,Richard Aldrich,,20978,richard aldrich,Richard Aldrich,,1,1,2,2016-06-24
127,2332251780,31530,10.2307/1883916,Journal,some considerations on land taxation,Some Considerations on Land Taxation,,1917,1917-02-01,,Oxford University Press,203860005.0,,,31.0,2.0,348,354.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2644494555,57206974.0,1,J. R. Turner, New York University<sup>**</sup>,21217,j r turner,J. R. Turner,57206974.0,1,1,1,2017-06-30
128,1976744924,22056,10.2307/1886021,Journal,shadow prices for project evaluation under alternative macroeconomic specifications,Shadow prices for project evaluation under alternative macroeconomic specifications,,1983,1983-08-01,2010-07-01,Oxford University Press,203860005.0,,,98.0,3.0,457,477.0,11,32,32,Quarterly Journal of Economics,,,,2016-06-24,2049496365,136199984.0,2,Shantayanan Devarajan,Would Bank Harvard University,14258,shantayanan devarajan,Shantayanan Devarajan,1334329717.0,202,177,6139,2016-06-24
128,1976744924,22056,10.2307/1886021,Journal,shadow prices for project evaluation under alternative macroeconomic specifications,Shadow prices for project evaluation under alternative macroeconomic specifications,,1983,1983-08-01,2010-07-01,Oxford University Press,203860005.0,,,98.0,3.0,457,477.0,11,32,32,Quarterly Journal of Economics,,,,2016-06-24,2920327984,136199984.0,1,Clive Bell,Would Bank Harvard University,17453,clive bell,Clive Bell,223822909.0,17,9,240,2019-03-11
129,2080347418,25350,10.2307/1885421,Journal,more on rawlsian optimal income taxation a complementary note on e s phelps s taxation of wage income for economic justice,More on Rawlsian Optimal Income Taxation: A Complementary Note on E. S. Phelps's “Taxation of Wage Income for Economic Justice”,,1977,1977-05-01,,Oxford University Press,203860005.0,,,91.0,2.0,337,344.0,8,2,2,Quarterly Journal of Economics,,,,2016-06-24,2598501327,392282.0,1,Seiritsu Ogura,State University of New York at Albany,18992,seiritsu ogura,Seiritsu Ogura,392282.0,2,2,30,2017-04-07
130,2081566872,28252,10.2307/1880656,Journal,intertemporal efficiency of capital accumulation and the von neumann ray,Intertemporal Efficiency of Capital Accumulation and the von Neumann Ray,,1965,1965-11-01,,Oxford University Press,203860005.0,,,79.0,4.0,642,648.0,0,2,2,Quarterly Journal of Economics,,,,2016-06-24,741839799,71495548.0,1,Ranjit K. Sau,"Indian Institute of Management Calcutta, ",19768,ranjit sau,Ranjit K. Sau,71495548.0,4,4,3,2016-06-24
131,2327467271,25146,10.2307/1880659,Journal,the expectations hypothesis the yield curve and monetary policy comment,"The Expectations Hypothesis, the Yield Curve, and Monetary Policy: Comment",,1965,1965-11-01,,Oxford University Press,203860005.0,,,79.0,4.0,664,668.0,0,2,2,Quarterly Journal of Economics,,,,2016-06-24,3206533422,97018004.0,1,James van Horne,Stanford University (),17164,james c van horne,James C. Van Horne,97018004.0,12,12,149,2021-10-25
132,2122617723,30574,10.2307/1882423,Journal,generating cycles reflected in a century of prices,Generating Cycles Reflected in a Century of Prices,,1921,1921-08-01,,Oxford University Press,203860005.0,,,35.0,4.0,503,526.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2578231187,78577930.0,1,Henry Ludwell Moore,Columbia University ,16424,henry ludwell moore,Henry Ludwell Moore,78577930.0,13,13,144,2017-01-26
133,2124230240,23214,10.2307/2936139,Journal,taxes and subsidies in the input output model,Taxes and Subsidies in the Input-Output Model,,1981,1981-02-01,,Oxford University Press,203860005.0,,,96.0,1.0,27,45.0,2,16,16,Quarterly Journal of Economics,,,,2016-06-24,2581202282,146399215.0,1,Hiroshi Atsumi,University OF Tsukuba,19055,hiroshi atsumi,Hiroshi Atsumi,146399215.0,4,4,30,2017-02-03
134,2091471865,26978,10.2307/1883019,Journal,traditional welfare norms for specific taxes,Traditional Welfare Norms for Specific Taxes,,1970,1970-05-01,,Oxford University Press,203860005.0,,,84.0,2.0,330,336.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2658356471,859038795.0,1,Charles J. Goetz,"Virginia Polytechnic Institute , ",16562,charles j goetz,Charles J. Goetz,859038795.0,5,5,248,2017-06-30
135,2102265561,31984,10.2307/1882962,Journal,money trade and prices a test of causal primacy,"Money, Trade, and Prices — a Test of Causal Primacy",,1929,1929-08-01,,Oxford University Press,203860005.0,,,43.0,4.0,648,666.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2722355263,1317239608.0,1,Morris A. Copeland,"Division of Research and Statistics, Federal Reserve Board, Washington",21124,morris a copeland,Morris A. Copeland,1317239608.0,1,1,1,2017-06-30
136,2009210065,25674,10.2307/1879411,Journal,stochastic stability of short run market equilibrium comment,Stochastic Stability of Short-Run Market Equilibrium: Comment,,1970,1970-02-01,,Oxford University Press,203860005.0,,,84.0,1.0,161,167.0,0,2,2,Quarterly Journal of Economics,,,,2016-06-24,2149213100,102322142.0,1,E. Roy Weintraub,Rutgers College ,15260,e roy weintraub,E. Roy Weintraub,170897317.0,158,135,1933,2016-06-24
137,2308823179,25273,10.12775/EQUIL.2008.002,Journal,polityka piniężna narodowego banku polskiego w okresie 1999 wrzesień 2008,POLITYKA PINIĘŻNA NARODOWEGO BANKU POLSKIEGO W OKRESIE 1999–WRZESIEŃ 2008,,2008,2008-12-31,2008-12-31,Institute of Economic Research,2738413198.0,,,1.0,,23,37.0,0,0,0,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2016-06-24,2309795397,119233137.0,1,Ilona Pietryka,Nicolaus Copernicus University,18309,ilona pietryka,Ilona Pietryka,119233137.0,18,18,10,2016-06-24
138,2096627274,20756,10.2307/2937869,Journal,the harm from insider trading and informed speculation,The Harm from Insider Trading and Informed Speculation,,1989,1989-11-01,,Oxford University Press,203860005.0,,,104.0,4.0,823,845.0,9,142,277,Quarterly Journal of Economics,,,,2016-06-24,2080747258,111088046.0,1,Michael Manove,Boston Univ,15981,michael manove,Michael Manove,111088046.0,29,23,1151,2016-06-24
139,2055205192,30449,10.2307/1881817,Journal,employment stabilization through pay roll taxation,Employment Stabilization Through Pay Roll Taxation,,1942,1942-11-01,,Oxford University Press,203860005.0,,,57.0,1.0,142,152.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2574312611,,1,Karl Pribram,"Washington, D. C.",17999,karl pribram,Karl Pribram,,19,19,45,2017-01-26
140,2039822817,23838,10.2307/2118345,Journal,on seigniorage operating rules and dual equilibria,"On Seigniorage, Operating Rules, and Dual Equilibria",,1993,1993-05-01,,Oxford University Press,203860005.0,,,108.0,2.0,543,550.0,1,3,3,Quarterly Journal of Economics,,,,2016-06-24,1967565952,76835614.0,2,Ronald A. Ratti,#N#University of Missouri - Columbia#N#,14955,ronald a ratti,Ronald A. Ratti,76835614.0,167,119,4285,2016-06-24
140,2039822817,23838,10.2307/2118345,Journal,on seigniorage operating rules and dual equilibria,"On Seigniorage, Operating Rules, and Dual Equilibria",,1993,1993-05-01,,Oxford University Press,203860005.0,,,108.0,2.0,543,550.0,1,3,3,Quarterly Journal of Economics,,,,2016-06-24,2131010686,76835614.0,1,Kiseok Lee,#N#University of Missouri - Columbia#N#,16258,kiseok lee,Kiseok Lee,35928602.0,14,12,990,2016-06-24
