,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
242,2045598072,23661,10.1111/J.1467-9485.1981.TB00075.X,Journal,changes in labour market states in great britain,CHANGES IN LABOUR MARKET STATES IN GREAT BRITAIN,,1981,1981-02-01,2007-10-09,Blackwell Publishing Ltd,111496547.0,,,28.0,1.0,76.0,85.0,12,4,4,Scottish Journal of Political Economy,,,,2016-06-24,283056522.0,190082696.0,1.0,John Creedy,University of Durham and University of Kent,14175.0,john creedy,John Creedy,41156924.0,651.0,517.0,3969.0,2016-06-24
242,2045598072,23661,10.1111/J.1467-9485.1981.TB00075.X,Journal,changes in labour market states in great britain,CHANGES IN LABOUR MARKET STATES IN GREAT BRITAIN,,1981,1981-02-01,2007-10-09,Blackwell Publishing Ltd,111496547.0,,,28.0,1.0,76.0,85.0,12,4,4,Scottish Journal of Political Economy,,,,2016-06-24,2315225425.0,190082696.0,2.0,Richard Disney,University of Durham and University of Kent,14289.0,richard disney,Richard Disney,45129253.0,253.0,210.0,4920.0,2016-06-24
243,2518374995,32505,10.1086/254684,Journal,world prosperity as sought through the economic work of the league of nations wallace mcclure,World Prosperity as Sought through the Economic Work of the League of Nations. Wallace McClure,,1934,1934-10-01,,,95323914.0,,,42.0,5.0,704.0,705.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2640972327.0,,1.0,Ernest Minor Patterson,,21226.0,ernest minor patterson,Ernest Minor Patterson,,1.0,1.0,0.0,2017-06-30
244,2516366548,30742,10.1086/257116,Journal,the post war financial problem and other essays f w paish,The Post-war Financial Problem and Other Essays. F. W. Paish,,1951,1951-10-01,,,95323914.0,,,59.0,5.0,457.0,458.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2688911586.0,,1.0,Arthur I. Bloomfield,,20128.0,arthur i bloomfield,Arthur I. Bloomfield,,3.0,3.0,0.0,2017-06-30
245,2514800709,36092,10.1086/250211,Journal,an introduction to the study of political economy luigi cossa,An Introduction to the Study of Political Economy. Luigi Cossa,,1894,1894-03-01,,,95323914.0,,,2.0,2.0,300.0,303.0,0,1,1,Journal of Political Economy,,,,2016-09-16,2595825801.0,,1.0,W. Caldwell,,21209.0,w caldwell,W. Caldwell,,1.0,1.0,1.0,2017-03-23
246,2516490824,29184,10.1086/259164,Journal,water resource investment and the public interest an analysis of federal expenditures in ten southern states robert h haveman,Water Resource Investment and the Public Interest: An Analysis of Federal Expenditures in Ten Southern States. Robert H. Haveman,,1966,1966-06-01,,,95323914.0,,,74.0,3.0,296.0,297.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2683867295.0,,1.0,J. W. Milliman,,21226.0,j w milliman,J. W. Milliman,,1.0,1.0,0.0,2017-06-30
247,2932945748,27381,10.1590/0101-31572001-1010,,taxa de juros preferencia pela liquidez e fundos de emprestimo uma analise critica das tentativas de demonstracao da equivalencia entre a teorias dos fundos de emprestimos e de preferencia pela liquidez,"Taxa de juros, preferência pela liquidez e fundos de empréstimo: uma análise crítica das tentativas de demonstração da equivalência entre a teorias dos fundos de empréstimos e de preferência pela liquidez",,2001,2001-04-01,2001-06-01,Centro de Economia Política,,,,21.0,2.0,304.0,321.0,1,0,0,Brazilian Journal of Political Economy,,,,2019-04-11,3137412151.0,90844405.0,1.0,José Luís Oreiro,Doutorando em Economia (IE-UFRJ) e Professor Assistente da Faculdade de Economia e Finanças do Instituto Brasileiro de Mercado de Capitais (Ibmec).,20533.0,jose luis oreiro,José Luís Oreiro,90844405.0,2.0,2.0,0.0,2021-03-29
248,2507969830,32912,10.1086/254239,Journal,the industrial revolution in the south broadus mitchell george s mitchell,"The Industrial Revolution in the South. Broadus Mitchell , George S. Mitchell",,1931,1931-08-01,,,95323914.0,,,39.0,4.0,555.0,557.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2313681849.0,,1.0,Mercer G. Evans,,21226.0,mercer g evans,Mercer G. Evans,,1.0,1.0,0.0,2016-06-24
249,3184251313,27282,,,o pagamento da divida interna,O pagamento da dívida interna,,1995,1995-04-01,,,,,,15.0,2.0,,,0,0,0,Brazilian Journal of Political Economy,,,,2021-08-02,3186949944.0,,1.0,Fabio Giambiagi,,21226.0,fabio giambiagi,Fabio Giambiagi,,1.0,1.0,0.0,2021-08-02
250,2071442282,33324,10.1086/253300,Journal,painless socialization in holland,Painless Socialization in Holland,,1920,1920-11-01,,The University of Chicago Press,95323914.0,,,28.0,9.0,768.0,773.0,0,1,1,Journal of Political Economy,,,,2016-06-24,2328749093.0,,1.0,Eugene M. Kayden,,20493.0,eugene m kayden,Eugene M. Kayden,,2.0,2.0,1.0,2016-06-24
251,2005849686,31976,10.1086/255472,Journal,criteria for determining the creditor debtor position of a country,Criteria for Determining the Creditor-Debtor Position of a Country,,1939,1939-12-01,,The University of Chicago Press,95323914.0,,,47.0,6.0,846.0,856.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2653495708.0,,1.0,Paul D. Dickens,,21226.0,paul d dickens,Paul D. Dickens,,1.0,1.0,0.0,2017-06-30
252,2509795757,32680,10.1086/254365,Journal,international administration norman l hill,International Administration. Norman L. Hill,,1932,1932-06-01,,,95323914.0,,,40.0,3.0,428.0,430.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2658287571.0,,1.0,Benjamin H. Williams,,21226.0,benjamin h williams,Benjamin H. Williams,,1.0,1.0,0.0,2017-06-30
253,2087958304,33051,10.1086/254064,Journal,fruit distribution in the canadian west,Fruit Distribution in the Canadian West,,1929,1929-12-01,,The University of Chicago Press,95323914.0,,,37.0,6.0,687.0,712.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2646708941.0,,1.0,J. M. Cassels,,21226.0,j m cassels,J. M. Cassels,,1.0,1.0,0.0,2017-06-30
254,1975590393,21570,10.1016/S0176-2680(00)00027-6,Journal,a political business cycle with boundedly rational agents,A political business cycle with boundedly rational agents,,2001,2001-03-01,2001-02-27,North-Holland,100134864.0,,,17.0,1.0,39.0,52.0,40,24,24,European Journal of Political Economy,,,,2016-06-24,1970919939.0,74656192.0,1.0,Gernot Sieg,"Volkswirtschaftliches Seminar, Georg-August-Universität, Platz der Göttinger Sieben 3, D-37073 Göttingen, Germany",16280.0,gernot sieg,Gernot Sieg,22465464.0,98.0,75.0,331.0,2016-06-24
255,2511258951,30658,10.1086/257620,Journal,mao tse tung selected works vol i 1926 1936,"Mao Tse-tung. Selected Works, Vol. I: 1926-1936.",,1954,1954-12-01,,,95323914.0,,,62.0,6.0,546.0,547.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2687241768.0,,1.0,Owen Lattimore,,21226.0,owen lattimore,Owen Lattimore,,1.0,1.0,0.0,2017-06-30
256,2074437401,28917,10.1086/256616,Journal,bank capital the problem restated,Bank Capital: The Problem Restated,,1947,1947-12-01,,The University of Chicago Press,95323914.0,,,55.0,6.0,553.0,566.0,0,3,3,Journal of Political Economy,,,,2016-06-24,2118553900.0,,1.0,Tynan Smith,,20421.0,tynan smith,Tynan Smith,,2.0,2.0,3.0,2016-06-24
256,2074437401,28917,10.1086/256616,Journal,bank capital the problem restated,Bank Capital: The Problem Restated,,1947,1947-12-01,,The University of Chicago Press,95323914.0,,,55.0,6.0,553.0,566.0,0,3,3,Journal of Political Economy,,,,2016-06-24,2663506555.0,,2.0,Raymond E. Hengren,,21014.0,raymond e hengren,Raymond E. Hengren,,1.0,1.0,3.0,2017-06-30
257,2513736069,31288,10.1086/255366,Journal,full recovery or stagnation allen harley hanson,Full Recovery or Stagnation?Allen Harley Hanson,,1939,1939-04-01,,,95323914.0,,,47.0,2.0,272.0,276.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2280330191.0,,1.0,Henry C. Simons,,15003.0,henry c simons,Henry C. Simons,40347166.0,35.0,34.0,1242.0,2016-06-24
258,2058236007,30707,10.1086/256013,Journal,the co ordination problem in war economy,The Co-ordination Problem in War Economy,,1943,1943-04-01,,The University of Chicago Press,95323914.0,,,51.0,2.0,149.0,155.0,0,1,1,Journal of Political Economy,,,,2016-06-24,2622791820.0,,1.0,E. Ronald Walker,,20412.0,e ronald walker,E. Ronald Walker,,2.0,2.0,2.0,2017-06-15
259,2064495025,35911,10.1086/250762,Journal,a bibliographical discovery in political economy,A Bibliographical Discovery in Political Economy,,1901,1901-06-01,,The University Press of Chicago,95323914.0,,,9.0,3.0,423.0,436.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2281492787.0,,1.0,Leopold Katscher,,19827.0,leopold katscher,Leopold Katscher,,4.0,4.0,1.0,2016-06-24
260,2516836062,36540,10.1086/250390,Journal,the economic history of virginia in the seventeenth century philip alexander bruce,The Economic History of Virginia in the Seventeenth Century. Philip Alexander Bruce,,1896,1896-09-01,,,95323914.0,,,4.0,4.0,537.0,541.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2629209834.0,,1.0,William B. Weeden,,21226.0,william b weeden,William B. Weeden,,1.0,1.0,0.0,2017-06-30
261,2515328331,32809,10.1086/254363,Journal,john mitchell miner labor s bargain with the gilded age elsie gluck,"John Mitchell, Miner: Labor's Bargain with the Gilded Age. Elsie Glück",,1932,1932-06-01,,,95323914.0,,,40.0,3.0,424.0,427.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2704476861.0,,1.0,Aaron,,21226.0,aaron,Aaron,,1.0,1.0,0.0,2017-06-30
262,2055647221,25807,10.1086/257922,Journal,the british truck system in the nineteenth century,The British Truck System in the Nineteenth Century,,1957,1957-06-01,,The University of Chicago Press,95323914.0,,,65.0,3.0,237.0,256.0,0,12,12,Journal of Political Economy,,,,2016-06-24,2131094274.0,,1.0,George W. Hilton,,16372.0,george w hilton,George W. Hilton,97018004.0,28.0,28.0,237.0,2016-06-24
263,2124830323,34758,10.1086/251852,Journal,costs and tariff revision,Costs and Tariff Revision,,1911,1911-05-01,,The University of Chicago Press,95323914.0,,,19.0,5.0,361.0,384.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2242169897.0,,1.0,H. Parker Willis,,17137.0,h parker willis,H. Parker Willis,,54.0,54.0,63.0,2016-06-24
264,1973499793,25666,10.1111/J.1467-9485.1955.TB00720.X,Journal,the scottish tradition in economic thought1,THE SCOTTISH TRADITION IN ECONOMIC THOUGHT1,,1955,1955-02-01,,Blackwell Publishing Ltd,111496547.0,,,2.0,1.0,81.0,103.0,0,24,24,Scottish Journal of Political Economy,,,,2016-06-24,2309750738.0,,1.0,Alec Lawrence Macfie,Glasgow,16857.0,a l macfie,A. L. Macfie,7882870.0,26.0,26.0,263.0,2016-06-24
265,2084549758,29695,10.1086/256840,Journal,public works and economic stability,Public Works and Economic Stability,,1949,1949-08-01,,The University of Chicago Press,95323914.0,,,57.0,4.0,293.0,303.0,0,3,3,Journal of Political Economy,,,,2016-06-24,2102775070.0,,1.0,Julius Margolis,,18082.0,julius margolis,Julius Margolis,,7.0,7.0,35.0,2016-06-24
266,1982146649,20352,10.1086/261304,Journal,a test of the expected utility model evidence from earthquake risks,A test of the expected utility model : evidence from earthquake risks,,1985,1985-04-01,2012-06-19,The University of Chicago Press,95323914.0,,,93.0,2.0,369.0,389.0,15,218,415,Journal of Political Economy,,,,2016-06-24,1999701614.0,,4.0,William D. Schulze,,14157.0,william d schulze,William D. Schulze,205783295.0,174.0,162.0,6180.0,2016-06-24
266,1982146649,20352,10.1086/261304,Journal,a test of the expected utility model evidence from earthquake risks,A test of the expected utility model : evidence from earthquake risks,,1985,1985-04-01,2012-06-19,The University of Chicago Press,95323914.0,,,93.0,2.0,369.0,389.0,15,218,415,Journal of Political Economy,,,,2016-06-24,2021107734.0,,3.0,John Tschirhart,,14736.0,john tschirhart,John Tschirhart,12834331.0,119.0,112.0,3669.0,2016-06-24
266,1982146649,20352,10.1086/261304,Journal,a test of the expected utility model evidence from earthquake risks,A test of the expected utility model : evidence from earthquake risks,,1985,1985-04-01,2012-06-19,The University of Chicago Press,95323914.0,,,93.0,2.0,369.0,389.0,15,218,415,Journal of Political Economy,,,,2016-06-24,2207973985.0,,2.0,Mark A. Thayer,,15465.0,mark thayer,Mark Thayer,26538001.0,42.0,37.0,1847.0,2016-06-24
266,1982146649,20352,10.1086/261304,Journal,a test of the expected utility model evidence from earthquake risks,A test of the expected utility model : evidence from earthquake risks,,1985,1985-04-01,2012-06-19,The University of Chicago Press,95323914.0,,,93.0,2.0,369.0,389.0,15,218,415,Journal of Political Economy,,,,2016-06-24,2245397255.0,,1.0,David S. Brookshire,,14112.0,david s brookshire,David S. Brookshire,169521973.0,135.0,131.0,4703.0,2016-06-24
267,1979312312,23882,10.1086/260237,Journal,factor proportions and comparative advantage in the long run comment,Factor Proportions and Comparative Advantage in the Long Run: Comment,,1974,1974-07-01,,The University of Chicago Press,95323914.0,,,82.0,4.0,829.0,833.0,2,26,26,Journal of Political Economy,,,,2016-06-24,732845851.0,,1.0,Alan V. Deardorff,,13573.0,alan v deardorff,Alan V. Deardorff,27837315.0,324.0,240.0,9037.0,2016-06-24
268,2511941803,28780,10.1086/259641,Journal,structural unemployment and aggregate demand eleanor g gilpatric,Structural Unemployment and Aggregate Demand. Eleanor G. Gilpatric,,1970,1970-03-01,,,95323914.0,,,78.0,2.0,425.0,426.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2709634362.0,,1.0,Martin Segal,,20533.0,martin segal,Martin Segal,,2.0,2.0,0.0,2017-06-30
269,2057367747,27754,10.1086/258360,Journal,factor endowments and international trade a study and appraisal of the heckscher ohlin theory subimal mookerjee,Factor Endowments and International Trade: A Study and Appraisal of the Heckscher-Ohlin Theory. Subimal Mookerjee,,1960,1960-08-01,,,95323914.0,,,68.0,4.0,430.0,431.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2164884428.0,,1.0,Harry G. Johnson,,13219.0,harry g johnson,Harry G. Johnson,40347166.0,345.0,339.0,6351.0,2016-06-24
270,2511252458,36024,10.1086/250885,Journal,die entwickelung der menschlichen bedurfnisse und die sociale gliederung der gesellschaft b gurewitsch,Die Entwickelung der menschlichen Bedurfnisse und die sociale Gliederung der Gesellschaft. B. Gurewitsch,,1902,1902-09-01,,,95323914.0,,,10.0,4.0,622.0,625.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2672565854.0,,1.0,Edward Alsworth Ross,,19594.0,edward alsworth ross,Edward Alsworth Ross,,5.0,5.0,2.0,2017-06-30
271,2766225258,25350,10.1177/2277976017731848,,book review alicia barcena and antonio prado 2015 neoestructuralismo y corrientes heterodoxas en america latina y el caribe a inicios del siglo xxi neo structuralism and heterodox schools in latin america and the caribbean at the beginning of the 21st century,"Book Review: Alicia Bárcena and Antonio Prado (2015), Neoestructuralismo y Corrientes Heterodoxas en América Latina y el Caribe a Inicios del Siglo XXI [Neo-structuralism and Heterodox Schools in Latin America and the Caribbean at the Beginning of the 21st century]",,2017,2017-08-01,2017-10-17,"SAGE PublicationsSage India: New Delhi, India",,,,6.0,2.0,287.0,291.0,0,0,0,Agrarian South: Journal of Political Economy,,,,2017-11-10,2766272933.0,,1.0,Apoena C. Cosenza,,20533.0,apoena c cosenza,Apoena C. Cosenza,,2.0,2.0,0.0,2017-11-10
272,2003838343,19571,10.1086/261276,Journal,job matching and occupational choice,Job Matching and Occupational Choice,,1984,1984-12-01,,The University of Chicago Press,95323914.0,,,92.0,6.0,1086.0,1120.0,21,497,909,Journal of Political Economy,,,,2016-06-24,2741495128.0,,1.0,Robert A. Miller,,14902.0,robert a miller,Robert A. Miller,74973139.0,61.0,41.0,3176.0,2017-08-08
273,1971394860,26391,10.1111/J.1467-9485.1976.TB00776.X,Journal,industrial structure competition and efficiency a review article,"INDUSTRIAL STRUCTURE, COMPETITION AND EFFICIENCY: A REVIEW ARTICLE",,1976,1976-06-01,,Blackwell Publishing Ltd,111496547.0,,,23.0,2.0,193.0,199.0,0,1,1,Scottish Journal of Political Economy,,,,2016-06-24,3211861609.0,84884186.0,1.0,C. K. Rowley,University of Newcastle Upon Tyne,21169.0,c k rowley,C. K. Rowley,84884186.0,1.0,1.0,1.0,2021-11-22
274,2920694820,24008,10.1016/J.EJPOLECO.2019.02.008,Journal,fiscal frameworks in europe editorial introduction,Fiscal Frameworks in Europe: Editorial Introduction,,2019,2019-03-01,,Elsevier,100134864.0,,,57.0,57.0,1.0,2.0,0,0,0,European Journal of Political Economy,,,,2019-03-11,1975032903.0,,1.0,Svend E. Hougaard Jensen,Department of Economics,15682.0,svend e hougaard jensen,Svend E. Hougaard Jensen,180519160.0,151.0,142.0,481.0,2016-06-24
275,2084027667,23802,10.1086/260035,Journal,can public investment have a positive rate of return,Can Public Investment Have a Positive Rate of Return,,1973,1973-03-01,,The University of Chicago Press,95323914.0,,,81.0,2.0,401.0,413.0,7,17,17,Journal of Political Economy,,,,2016-06-24,2571345975.0,,1.0,David L. Shapiro,,19753.0,david l shapiro,David L. Shapiro,,1.0,1.0,17.0,2017-01-13
276,1990573511,31868,10.1086/255524,Journal,report of the committee on prices in the bituminous coal industry the national bureau of economic research inc,"Report of the Committee on Prices in the Bituminous Coal Industry. The National Bureau of Economic Research, Inc.",,1940,1940-02-01,,,95323914.0,,,48.0,1.0,149.0,149.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2591103984.0,,1.0,John Ise,,20128.0,john ise,John Ise,,3.0,3.0,0.0,2017-03-03
277,3192072066,26289,,,a evolucao da industria petroquimica brasileira e o modelo tripartite de empresa,A evolução da industria petroquímica brasileira e o modelo tripartite de empresa,,1983,1983-07-01,,,,,,3.0,3.0,,,0,1,1,Brazilian Journal of Political Economy,,,,2021-08-16,3188014603.0,,1.0,Marcus Alban Suarez,,21044.0,marcus alban suarez,Marcus Alban Suarez,,1.0,1.0,1.0,2021-08-16
278,2032506548,25475,10.1111/J.1467-9485.1993.TB00644.X,Journal,c wihlborg m fratianni and t d willett eds,"C. WIHLBORG, M. FRATIANNI and T. D. WILLETT (eds)",,1993,1993-02-01,2007-10-09,Blackwell Publishing Ltd,111496547.0,,,40.0,1.0,126.0,127.0,0,0,0,Scottish Journal of Political Economy,,,,2016-06-24,2108934785.0,12093191.0,1.0,Sheila C. Dow,Univ. of Stirling#TAB#,14992.0,sheila c dow,Sheila C. Dow,12093191.0,265.0,233.0,2737.0,2016-06-24
279,2762716885,24021,10.1177/2277976017723099,,book review sabyasachi bhattacharya and rana p behal eds the vernacularization of labour politics,"Book Review: Sabyasachi Bhattacharya and Rana P. Behal (Eds), The Vernacularization of Labour Politics",,2017,2017-04-01,2017-10-10,Centre for Agrarian Research and Education for South,,,,6.0,1.0,142.0,145.0,0,0,0,Agrarian South: Journal of Political Economy,,,,2017-10-20,2762390519.0,2540865.0,1.0,Senthil Babu, Institut Français de Pondichéry,21226.0,senthil babu,Senthil Babu,2540865.0,1.0,1.0,0.0,2017-10-20
280,2511386896,29192,10.1086/259148,Journal,the financial sector and economic development the mexican case robert l bennett,The Financial Sector and Economic Development: The Mexican Case. Robert L. Bennett,,1966,1966-04-01,,,95323914.0,,,74.0,2.0,216.0,217.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2675035573.0,,1.0,Joseph M. Burns,,20252.0,joseph m burns,Joseph M. Burns,,2.0,2.0,2.0,2017-06-30
281,2029960462,23433,10.2753/IJP0891-1916360303,Journal,seeking full employment in a modern world,Seeking Full Employment in a Modern World,,2007,2007-09-01,2014-12-08,Routledge,113957626.0,,,36.0,3.0,47.0,62.0,27,1,1,International Journal of Political Economy,,,,2016-06-24,2128754827.0,103497121.0,1.0,Joëlle J. Leclaire,"SUNY College, Buffalo, Buffalo, New York ",21139.0,joelle j leclaire,Joëlle J. Leclaire,103497121.0,1.0,1.0,1.0,2016-06-24
282,1974430529,32203,10.1086/253319,Journal,wages and hours of labor in 1919,Wages and Hours of Labor in 1919,,1921,1921-01-01,,The University of Chicago Press,95323914.0,,,29.0,1.0,78.0,80.0,0,1,1,Journal of Political Economy,,,,2016-06-24,2096106172.0,,1.0,Paul H. Douglas,,14708.0,paul h douglas,Paul H. Douglas,40347166.0,115.0,115.0,2622.0,2016-06-24
283,1980383025,23148,10.1086/259496,Journal,the welfare costs of content protection the automotive industry in latin america,The Welfare Costs of Content Protection: The Automotive Industry in Latin America,,1969,1969-01-01,,The University of Chicago Press,95323914.0,,,77.0,1.0,85.0,98.0,6,23,23,Journal of Political Economy,,,,2016-06-24,2663679530.0,,1.0,Bernard Munk,,18507.0,bernard munk,Bernard Munk,,2.0,2.0,28.0,2017-06-30
284,2135529197,21801,10.1111/J.1467-9485.1991.TB00327.X,Journal,optimum welfare and maximum revenue tariffs under oligopoly,OPTIMUM WELFARE AND MAXIMUM REVENUE TARIFFS UNDER OLIGOPOLY,,1991,1991-11-01,2007-10-09,Wiley-Blackwell,111496547.0,,,38.0,4.0,398.0,401.0,1,33,33,Scottish Journal of Political Economy,,,,2016-06-24,2003036288.0,39555362.0,1.0,David Robert Collie,"Department of Economics, University of Warwick, Coventry, ",16080.0,david robert collie,David Robert Collie,79510175.0,85.0,60.0,860.0,2016-06-24
285,1528184036,19478,10.1086/702238,Journal,the value of medicaid interpreting results from the oregon health insurance experiment,The Value of Medicaid: Interpreting Results from the Oregon Health Insurance Experiment,,2019,2019-11-05,2015-06-01,"The University of Chicago PressChicago, IL",95323914.0,,,127.0,6.0,2836.0,2874.0,36,24,169,Journal of Political Economy,1528184036.0,18492.0,,2016-06-24,1966671174.0,107672454.0,3.0,Erzo F.P. Luttmer,(Dartmouth College),14415.0,erzo f p luttmer,Erzo F. P. Luttmer,107672454.0,113.0,56.0,5234.0,2016-06-24
285,1528184036,19478,10.1086/702238,Journal,the value of medicaid interpreting results from the oregon health insurance experiment,The Value of Medicaid: Interpreting Results from the Oregon Health Insurance Experiment,,2019,2019-11-05,2015-06-01,"The University of Chicago PressChicago, IL",95323914.0,,,127.0,6.0,2836.0,2874.0,36,24,169,Journal of Political Economy,1528184036.0,18492.0,,2016-06-24,2044224300.0,63966007.0,1.0,Amy Finkelstein,Massachusetts Institute Of Technology#TAB#,13904.0,amy finkelstein,Amy Finkelstein,63966007.0,266.0,151.0,9540.0,2016-06-24
285,1528184036,19478,10.1086/702238,Journal,the value of medicaid interpreting results from the oregon health insurance experiment,The Value of Medicaid: Interpreting Results from the Oregon Health Insurance Experiment,,2019,2019-11-05,2015-06-01,"The University of Chicago PressChicago, IL",95323914.0,,,127.0,6.0,2836.0,2874.0,36,24,169,Journal of Political Economy,1528184036.0,18492.0,,2016-06-24,2149125164.0,136199984.0,2.0,Nathaniel Hendren,"Harvard University , ",15180.0,nathaniel hendren,Nathaniel Hendren,136199984.0,82.0,41.0,3928.0,2016-06-24
286,1978772831,22356,10.1016/S0176-2680(98)00009-3,Journal,endogenous education policy and increasing income inequality between skilled and unskilled workers,Endogenous education policy and increasing income inequality between skilled and unskilled workers,,1998,1998-05-01,1998-11-25,North-Holland,100134864.0,,,14.0,2.0,303.0,326.0,26,15,15,European Journal of Political Economy,1978772831.0,22197.0,,2016-06-24,734642032.0,11039511.0,1.0,Alessandro Turrini,"University of Bergamo and Cespri-Bocconi, Milan, Italy",15102.0,alessandro turrini,Alessandro Turrini,2800809652.0,156.0,112.0,1861.0,2016-06-24
286,1978772831,22356,10.1016/S0176-2680(98)00009-3,Journal,endogenous education policy and increasing income inequality between skilled and unskilled workers,Endogenous education policy and increasing income inequality between skilled and unskilled workers,,1998,1998-05-01,1998-11-25,North-Holland,100134864.0,,,14.0,2.0,303.0,326.0,26,15,15,European Journal of Political Economy,1978772831.0,22197.0,,2016-06-24,734642032.0,865419266.0,1.0,Alessandro Turrini,"CORE, University of Louvain, Louvain-la-Neuve, Belgium",15102.0,alessandro turrini,Alessandro Turrini,2800809652.0,156.0,112.0,1861.0,2016-06-24
287,2040861734,24907,10.1016/S0176-2680(88)80015-6,Journal,cost inefficiency and second best pricing,Cost inefficiency and second best pricing,,1988,1988-01-01,2005-03-07,North-Holland,100134864.0,,,4.0,1.0,29.0,45.0,14,1,1,European Journal of Political Economy,2040861734.0,24143.0,,2016-06-24,2128638380.0,135140700.0,1.0,Wolfgang Peters,"Institut für Gesellschafts- und Wirtschaftswissenschaften, Universität Bonn, Adenauerallee 24—12, D—5300 Bonn, FRG",15713.0,wolfgang peters,Wolfgang Peters,254029264.0,103.0,81.0,880.0,2016-06-24
288,2049752238,18488,10.1086/262031,Journal,real exchange rate behavior the recent float from the perspective of the past two centuries,Real Exchange Rate Behavior: The Recent Float from the Perspective of the Past Two Centuries,,1996,1996-06-01,,The University of Chicago Press,95323914.0,,,104.0,3.0,488.0,509.0,40,794,1163,Journal of Political Economy,2049752238.0,18406.0,,2016-06-24,2601705870.0,,1.0,James R. Lothian,,14948.0,james r lothian,James R. Lothian,164389053.0,152.0,105.0,2931.0,2017-04-07
288,2049752238,18488,10.1086/262031,Journal,real exchange rate behavior the recent float from the perspective of the past two centuries,Real Exchange Rate Behavior: The Recent Float from the Perspective of the Past Two Centuries,,1996,1996-06-01,,The University of Chicago Press,95323914.0,,,104.0,3.0,488.0,509.0,40,794,1163,Journal of Political Economy,2049752238.0,18406.0,,2016-06-24,2942789224.0,,2.0,Mark P. Taylor,,13301.0,mark p taylor,Mark P. Taylor,204465549.0,330.0,253.0,18357.0,2019-05-09
289,2156608882,20925,10.1111/SJPE.12075,Journal,how green are exporters,How Green are Exporters,,2015,2015-07-01,2015-03-14,"John Wiley & Sons, Ltd",111496547.0,,,62.0,3.0,291.0,309.0,26,14,14,Scottish Journal of Political Economy,2156608882.0,20514.0,,2016-06-24,743175004.0,142263535.0,1.0,Sourafel Girma, University of Nottingham,14571.0,sourafel girma,Sourafel Girma,142263535.0,200.0,140.0,6895.0,2016-06-24
289,2156608882,20925,10.1111/SJPE.12075,Journal,how green are exporters,How Green are Exporters,,2015,2015-07-01,2015-03-14,"John Wiley & Sons, Ltd",111496547.0,,,62.0,3.0,291.0,309.0,26,14,14,Scottish Journal of Political Economy,2156608882.0,20514.0,,2016-06-24,2151178752.0,,2.0,Aoife Hanley,"Christian-Albrecht University (also IfW, Kiel)",15803.0,aoife hanley,Aoife Hanley,1308524038.0,110.0,77.0,1435.0,2016-06-24
290,2503241491,20199,10.1016/J.EJPOLECO.2016.08.002,Journal,housing property rights and subjective wellbeing in urban china,Housing property rights and subjective wellbeing in urban China,,2016,2016-12-01,2016-08-04,Elsevier,100134864.0,,,45.0,45.0,160.0,174.0,58,40,74,European Journal of Political Economy,2503241491.0,19987.0,,2016-08-23,2112400410.0,99043593.0,1.0,Zhiming Cheng,"Centre for the Health Economy, Macquarie University, New South Wales 2109, Australia",16123.0,zhiming cheng,Zhiming Cheng,31746571.0,114.0,94.0,973.0,2016-06-24
290,2503241491,20199,10.1016/J.EJPOLECO.2016.08.002,Journal,housing property rights and subjective wellbeing in urban china,Housing property rights and subjective wellbeing in urban China,,2016,2016-12-01,2016-08-04,Elsevier,100134864.0,,,45.0,45.0,160.0,174.0,58,40,74,European Journal of Political Economy,2503241491.0,19987.0,,2016-08-23,2144355731.0,154099455.0,4.0,Haining Wang,Shandong University,17349.0,haining wang,Haining Wang,157773358.0,32.0,26.0,354.0,2016-06-24
