Name,Role,Start,End,NStart,NEnd
Xiaohong Chen,Editorial Board,2003,2003,London School of Economics
Antonio Ciccone,Editorial Board,2003,2008,Universitat Pompeu Fabra
Bernard Salanie,Editorial Board,2003,2003,CREST
Enrique Sentana,Editorial Board,2003,2007,CEMFI
Maitreesh Ghatak,Editorial Board,2003,2003,2007,2009,2011,2011,London School of Economics
Rachel Griffith,Editorial Board,2003,2010,Institute for Fiscal Studies and University College London
Denis Gromb,Editorial Board,2003,2004,London Business School
Philippe Jehiel,Editorial Board,2003,2004,CERAS, Paris and University College London
Ran Spiegler,Editorial Board,2003,2007,Tel Aviv University
Kjetil Storesletten,Editorial Board,2003,2003,Stockholm University
Harald Uhlig,Editorial Board,2003,2006,Humboldt University of Berlin
Juuso Valimaki,Editorial Board,2003,2003,2007,2008,Helsinki School of Economics and University of Southampton
Gianluca Violante,Editorial Board,2003,2003,University College London
Oliver B. Linton,Editorial Board,2003,2003,2005,2006,London School of Economics
Maitreesh Ghatak,Joint Managing Editors,2004,2006,London School of Economics
Bernard Salanie,Joint Managing Editors,2004,2005,CREST-LEI and CNRS
Juuso Valimaki,Joint Managing Editors,2004,2006,Helsinki School of Economics and University of Southampton
Fabrizio Zilibotti,Joint Managing Editors,2004,2004,lIES, Stockholm University and University College London
Christopher Wallace,Secretary And Business Manager,2004,2008,2010,2010,Trinity College, Oxford
Gary B. Gorton,Foreign Editors,2004,2004,University ofPennsylvania
Mark Armstrong (Chairman),Editorial Board,2004,2010,University College London
Bent Nielsen,Editorial Board,2004,2008,2010,2010,Nuffield College, Oxford
Xiaohong Chen,Editorial Board,2004,2004,New York University
Rohit Rahi,Editorial Board,2004,2004,Lorndon School of Economics
Erik Eyster,Editorial Board,2004,2009,London School of Economics
Hyun Song Shin,Editorial Board,2004,2006,London School of Economics
John Hassler,Editorial Board,2004,2004,2007,2008,2010,2011,IIES, Stockholm University
Oliver B. Linton,Editorial Board,2004,2004,London School qf Economics
Kjetil Storesletten,Editorial Board,2004,2006,University of Oslo, IIES, Stockholm University and CEPR
Jaume Ventura,Editorial Board,2004,2005,CREI, Universitat Pompeu Fabra
Gianluca Violante,Editorial Board,2004,2004,New York University and University College London
Fabrizio Zilibotti,Joint Managing Editors,2005,2006,IIES, Stockholm University
Dirk Bergemann,Foreign Editors,2005,2010,Yale University
Debraj Ray,Foreign Editors,2005,2010,New York University
Per Krusell,Foreign Editors,2005,2010,Princeton University
Jaap Abbring,Editorial Board,2005,2007,Free University, Amsterdam
V. Bhaskar,Editorial Board,2005,2005,Essex University
Valentina Corradi,Editorial Board,2005,2006,Queen Mary University of London
John Hassler,Editorial Board,2005,2005,lIES, Stockholm University
Steffen Huck,Editorial Board,2005,2013,University College London
Dimitri Vayanos,Editorial Board,2005,2011,2016,2020,London School of Economics
Georg Weizsx.Cker,Editorial Board,2005,2005,London School of Economics
Andrea Prat,Joint Managing Editors,2006,2006,2009,2009,London School of Economics
Bernard Salanie,Joint Managing Editors,2006,2007,Columbia University
Donald Andrews,Foreign Editors,2006,2011,Yale University
Narayana Kocherlakota,Foreign Editors,2006,2006,University of Minnesota
V. Bhaskar,Editorial Board,2006,2010,University College London
Francesco Caselli,Editorial Board,2006,2010,2015,2017,London School of Economics
John Hassler,Editorial Board,2006,2006,IHES, Stockholm University
Christian Julliard,Editorial Board,2006,2009,London School of Economics
Georg Weizsacker,Editorial Board,2006,2009,London School of Economics
Bruno Biais,Joint Managing Editors,2007,2010,University of Toulouse
Andrea Prat,Joint Managing Editors,2007,2007,London School of Economic
Kjetil Storesletten,Joint Managing Editors,2007,2007,University of Oslo, lIES, Stockholm University and CEPR
Kiminori Matsuyama,Foreign Editors,2007,2008,Northwestern Universit
Narayana R. Kocherlakota,Foreign Editors,2007,2009,University of Minnesota
Muhamet Yildiz,Foreign Editors,2007,2012,Massachusetts Institute of Technology
Simon Lee,Editorial Board,2007,2011,University College London
Thomas Mariotti,Editorial Board,2007,2009,University of Toulouse
Antoni Calvo-Armengol,Editorial Board,2007,2007,Universitat Autonoma de Barcelona
David Myatt,Editorial Board,2007,2008,2010,2011,University of Oxford
Valentina Corradi,Editorial Board,2007,2013,University of Warwick
Imran Rasul,Editorial Board,2007,2008,2014,2018,University College London
Luis Garicano,Editorial Board,2007,2011,London School of Economics
Silvana Tenreyro,Editorial Board,2007,2017,London School of Economics
Dirk Krueger,Editorial Board,2007,2007,JHW University, Frankfurt
Fabrizio Zilibotti,Editorial Board,2007,2014,University of Zurich
Andrea Prat,Joint Managing Editors,2008,2008,London School of Econom
Enrique Sentana,Joint Managing Editors,2008,2011,CEMFI
Kjetil Storesletten,Joint Managing Editors,2008,2010,University of Oslo
Marc Melitz,Foreign Editors,2008,2013,Princeton University
Aviv Nevo,Foreign Editors,2008,2013,Northwestern University
Burton Hollifield,Foreign Editors,2008,2013,Carnegie Mellon University
David S. Lee,Foreign Editors,2008,2008,Princeton University
Jaap Abbring,Editorial Board,2008,2008,2010,2010,VU University Amsterdam
Amil Dasgupta,Editorial Board,2008,2015,London School of Economics
Helene Rey,Editorial Board,2008,2009,London Business School
Bernard Salanit,Editorial Board,2008,2008,Columbia University
Ran Spiegler,Editorial Board,2008,2010,University College London
Felix Kubler,Editorial Board,2008,2008,University of Pennsylvania
Imran Rasul,Joint Managing Editors,2009,2013,University College London
Christopher Wallace,Secretary And Business Manager,2009,2009,Oxford University
Marco Battaglini,Foreign Editors,2009,2014,Princeton University
David S Lee,Foreign Editors,2009,2010,Princeton University
Jonathan Levin,Foreign Editors,2009,2011,Stanford University
Matthias Doepke,Foreign Editors,2009,2014,Northwestern University
Ray Fisman,Foreign Editors,2009,2014,Columbia University
Martin Schneider,Foreign Editors,2009,2011,Stanford University
Ilan Kremer,Foreign Editors,2009,2010,2013,2014,Stanford University
Jaap Abbring,Editorial Board,2009,2009,2011,2012,Tilburg University
Abhinay Muthoo,Editorial Board,2009,2009,University of Warwick
Antonio Ciccone,Editorial Board,2009,2009,CREI, Universitat Pompeu Fabra
David Myatt,Editorial Board,2009,2009,Oxford University
Bent Nielsen,Editorial Board,2009,2009,Oxford University
Guillaume Plantin,Editorial Board,2009,2010,London Business School
Gino Gancia,Editorial Board,2009,2009,2014,2015,CREI, Universitat Pompeu Fabra
Bernard Salani?,Editorial Board,2009,2009,Columbia University
Balazs Szentes,Editorial Board,2009,2010,University College London
John Hassler,Editorial Board,2009,2009,HES, Stockholm University
Marko Tervio,Editorial Board,2009,2009,Helsinki School of Economics
Juuso Valimaki,Editorial Board,2009,2009,Helsinki School of Economics
Felix Kubler,Editorial Board,2009,2009,University of Zurich
Marco Ottaviani,Joint Managing Editors,2010,2010,London Business School
Andrea Galeotti,Editorial Board,2010,2010,Essex University
Hélène Rey,Editorial Board,2010,2015,London Business School
Gino Gancia,Editorial Board,2010,2010,2016,2016,CREI, Universität Pompeu Fabra
Bernard S Alanié,Editorial Board,2010,2010,Columbia University
Alex Gershkov,Editorial Board,2010,2017,Hebrew University of Jerusalem
Mattreesh Ghatak,Editorial Board,2010,2010,London School of Economics
Marko Terviq,Editorial Board,2010,2010,Helsinki School of Economics
Juuso Välimäki,Editorial Board,2010,2010,Helsinki School of Economics and University of Southampton
Christian Hellwig,Editorial Board,2010,2010,University California, Los Angeles
Frederic Vermeulen,Editorial Board,2010,2012,Tilburg University
Georg Weizsäcker,Editorial Board,2010,2011,London School of Economics
Philipp Kircher,Editorial Board,2010,2010,Oxford University
Felix Kübler,Editorial Board,2010,2010,University of Pennsylvania
Francesco Caselli,Joint Managing Editors,2011,2014,London School of Economics
Philipp Kircher,Joint Managing Editors,2011,2011,University of Oxford
Marco Ottaviani,Joint Managing Editors,2011,2012,Northwestern University
Annika Andreasson,Journal Manager,2011,2013,2015,2018,IIES, Stockholm University
Christopher Wallace,Secretary And Business Manager,2011,2011,University of Oxford
Andrew Atkeson,Foreign Editors,2011,2016,University of California, Los Angeles
Botond Köszegi,Foreign Editors,2011,2012,University of California, Berkley
Ilan Kremer,Foreign Editors,2011,2012,Stanford Univesity
David Lee,Foreign Editors,2011,2011,Princeton University
Guido Lorenzoni,Foreign Editors,2011,2013,2015,2016,Massachusetts Institute of Technology
Ilya Segal,Foreign Editors,2011,2016,Stanford University
Marciano Siniscalchi,Foreign Editors,2011,2013,2015,2016,Northwestern University
Pierre-Olivier Weill,Foreign Editors,2011,2013,2015,2015,University of California, Los Angeles
Andrea Prat (Chair),Editorial Board,2011,2013,London School of Economics
Mark Armstrong,Editorial Board,2011,2011,University College London
V Bhaskar,Editorial Board,2011,2013,University College London
Bruno Biais,Editorial Board,2011,2012,Toulouse University
Stéphane Bonhomme,Editorial Board,2011,2011,CEMFI
Andrea Galeotti,Editorial Board,2011,2017,University of Essex
Gino Gancia,Editorial Board,2011,2013,CREI, UPF
Nicola Gennaioli,Editorial Board,2011,2013,CREI, UPF
Rachel Griffith,Editorial Board,2011,2011,Institute for Fiscal Studies
Christian Hellwig,Editorial Board,2011,2011,University of California,
Los Angeles/Toulouse University,Editorial Board,2011,2011,
Henrik Kleven,Editorial Board,2011,2015,London School of Economics
Felix Kübler,Editorial Board,2011,2015,University of Zurich
Gerard Padró Miquel,Editorial Board,2011,2013,2015,2015,London School of Economics
Bent Nielsen,Editorial Board,2011,2012,University of Oxford
Guillaume Plantin,Editorial Board,2011,2014,Toulouse University
Bernard Salanié,Editorial Board,2011,2011,Columbia University
Kjetil Storesletten,Editorial Board,2011,2013,University of Oslo
Balázs Szentes,Editorial Board,2011,2018,University College London
Michèle Tertilt,Editorial Board,2011,2013,2020,2021,University of Mannheim
Marko Terviö,Editorial Board,2011,2017,Aalto University
Juuso Välimäki,Editorial Board,2011,2012,Aalto University
Stéphane Bonhomme,Joint Managing Editors,2012,2014,CEMFI
Philipp Kircher,Joint Managing Editors,2012,2012,London School of Economics
Dimitri Vayanos,Joint Managing Editors,2012,2013,2015,2015,London School of Economics
Christopher Bowdler,Secretary And Business Manager,2012,2017,University of Oxford
Pol Antras,Foreign Editors,2012,2014,Harvard University
Peter Arcidiacono,Foreign Editors,2012,2018,Duke University
Ulrich Müller,Foreign Editors,2012,2017,Princeton University
Alessandro Pavan,Foreign Editors,2012,2018,Northwestern University
Alp Atakan,Editorial Board,2012,2019,Koc University
Nicola Fuchs-Schündeln,Editorial Board,2012,2013,Frankfurt University
Alfred Galichon,Editorial Board,2012,2015,École Polytechnique
Christian Hellwig,Editorial Board,2012,2012,University of California, Los Angeles/Toulouse University
Nagore Iriberri,Editorial Board,2012,2015,Universitat Pompeu Fabra
Miklós Koren,Editorial Board,2012,2021,Central European University
Áureo De Paula,Editorial Board,2012,2015,2020,2021,University College London
Philipp Schmidt-Dengler,Editorial Board,2012,2012,London School of Economics
Adam Szeidl,Editorial Board,2012,2017,2022,2023,Central European University
Fabian Waldinger,Editorial Board,2012,2013,Warwick University
Christopher Wallace,Editorial Board,2012,2012,University of Leicester
Georg Weizsäcker,Editorial Board,2012,2012,University College, London
Philipp Kircher,Joint Managing Editors,2013,2013,London School of Economics and University of Edinburgh
Marco Ottaviani,Joint Managing Editors,2013,2013,Bocconi University
V Bhaskar,Foreign Editors,2013,2013,University College London
Botond Köszegi,Foreign Editors,2013,2013,University of California, Berkeley
Bruno Strulovici,Foreign Editors,2013,2015,2017,2019,Northwestern University
Thomas Chaney,Editorial Board,2013,2015,Toulouse University
Bård Harstad,Editorial Board,2013,2015,2017,2020,University of Oslo
Christian Hellwig,Editorial Board,2013,2013,Toulouse University,
Keyu Jin,Editorial Board,2013,2017,London School of Economics
Peter Kondor,Editorial Board,2013,2018,Central European University
Denis Kristensen,Editorial Board,2013,2013,University College London
Alberto Martin,Editorial Board,2013,2013,CREI, UPF
Daniel Paravisini,Editorial Board,2013,2020,London School of Economics
Philipp Schmidt-Dengler,Editorial Board,2013,2015,University of Mannheim
Olivier Tercieux,Editorial Board,2013,2020,Paris School of Economics
Frederic Vermeulen,Editorial Board,2013,2017,University of Leuven
Georg Weizsäcker,Editorial Board,2013,2016,Humboldt University
Mirko Wiederholt,Editorial Board,2013,2013,Frankfurt University
Jerome Adda,Joint Managing Editors,2014,2014,European University Institute
Philipp Kircher,Joint Managing Editors,2014,2014,London School of Economics,
And University Of Edinburgh,Joint Managing Editors,2014,2014,
Botond Köszegi,Joint Managing Editors,2014,2014,Central European
University,Joint Managing Editors,2014,2014,
Michele Tertilt,Joint Managing Editors,2014,2015,University of Mannheim
Dimitri Vayanos,Joint Managing Editors,2014,2014,London School of
Economics,Joint Managing Editors,2014,2014,
Annika Andreasson,Joint Managing Editors,2014,2014,IIES, Stockholm University
Arnaud Costinot,Foreign Editors,2014,2014,Massachusetts Institute of
Technology,Foreign Editors,2014,2014,2014,2014,
Pascaline Dupas,Foreign Editors,2014,2019,Stanford University
Mikhail Golosov,Foreign Editors,2014,2017,Princeton University
Gita Gopinath,Foreign Editors,2014,2014,Harvard University
Bryan Graham,Foreign Editors,2014,2015,University of California, Berkeley
Guido Lorenzoni,Foreign Editors,2014,2014,Massachusetts Institute of
Marciano Siniscalchi,Foreign Editors,2014,2014,Northwestern
University,Foreign Editors,2014,2014,
Andrew Sweeting,Foreign Editors,2014,2015,Duke University
Stijn Van Nieuwerburgh,Foreign Editors,2014,2015,New York University
Pierre-Olivier Weill,Foreign Editors,2014,2014,University of California,
Los Angeles,Foreign Editors,2014,2014,
Kjetil Storesletten (Chair),Editorial Board,2014,2017,University of Oslo
Syngjoo Choi,Editorial Board,2014,2018,University College London
Mike Elsby,Editorial Board,2014,2021,University of Edinburgh
Nicola Fuchs-Schündeln,Editorial Board,2014,2020,Goethe University Frankfurt
Alessandro Gavazza,Editorial Board,2014,2021,London School of Economics
Nicola Gennaioli,Editorial Board,2014,2014,CREI, Universitat Pompeu Fabra
Marina Halac,Editorial Board,2014,2018,University of Warwick
Christian Hellwig,Editorial Board,2014,2014,Toulouse University
Dennis Kristensen,Editorial Board,2014,2020,University College London
Jeremy Lise,Editorial Board,2014,2018,University College London
Katrine Loken,Editorial Board,2014,2021,University of Bergen
Alberto Martin,Editorial Board,2014,2015,2017,2020,CREI, Universitat Pompeu Fabra
Guy Michaels,Editorial Board,2014,2021,London School of Economics
Gerard Padró Miquel,Editorial Board,2014,2014,London School of
Economics,Editorial Board,2014,2014,
Fabian Waldinger,Editorial Board,2014,2016,2018,2018,University of Warwick
Mirko Wiederholt,Editorial Board,2014,2018,Goethe University Frankfurt
Jerome Adda,Joint Managing Editors,2015,2015,Bocconi University
Stéphane Bonhomme,Joint Managing Editors,2015,2015,University of Chicago
Gita Gopinath,Joint Managing Editors,2015,2015,Harvard University
Christian Hellwig,Joint Managing Editors,2015,2015,Toulouse University
Philipp Kircher,Joint Managing Editors,2015,2015,University of Edinburgh
Botond Köszegi,Joint Managing Editors,2015,2015,Central European University
Francesco Buera,Foreign Editors,2015,2015,University of California, Los Angeles
Arnaud Costinot,Foreign Editors,2015,2019,Massachusetts Institute of Technology
Dave Donaldson,Foreign Editors,2015,2015,2017,2018,Massachusetts Institute of Technology
Ebonya Washington,Foreign Editors,2015,2020,Yale University
Pierre Yared,Foreign Editors,2015,2015,2017,2020,Columbia University
Ian Martin,Editorial Board,2015,2019,London School of Economics
David Dorn,Editorial Board,2015,2019,University of Zurich
Elias Papaioannou,Editorial Board,2015,2021,London Business School
Guillaume Plantin,Editorial Board,2015,2015,Sciences Po University
Nicola Gennaioli,Editorial Board,2015,2015,2022,2023,Bocconi University
Uta Schoenberg,Editorial Board,2015,2016,2022,2023,University College London
Stephan Lauermann,Editorial Board,2015,2015,2017,2020,Bonn University
Jerome Adda,Managing Editors,2016,2016,Bocconi University
Botond Köszegi,Managing Editors,2016,2016,Central European University
Nicola Gennaioli,Managing Editors,2016,2021,Bocconi University
Áureo De Paula,Managing Editors,2016,2019,University College London
Gita Gopinath,Managing Editors,2016,2017,Harvard University
Michèle Tertilt,Managing Editors,2016,2017,University of Mannheim
Christian Hellwig,Managing Editors,2016,2016,Toulouse University
Andres Santos,Foreign Editors,2016,2018,University of California, San Diego
Francisco Buera,Foreign Editors,2016,2018,University of California, Los Angeles
Dave Donaldson,Foreign Editors,2016,2016,Massachusetts Institute of Technology B
Runo Strulovici,Foreign Editors,2016,2016,Northwestern University
Andrew Sweeting,Foreign Editors,2016,2019,University of Maryland
Pierre-Olivier Weill,Foreign Editors,2016,2016,University of California, Los An
Magne Mogstad,Foreign Editors,2016,2016,University of Chicago Pierre Yared, Columbia University
Stéphane Bonhomme,Editorial Board,2016,2016,University of Chicago
Kalina M Anova,Editorial Board,2016,2016,University of Oxford
Thomas Chaney,Editorial Board,2016,2018,University of Toulouse
Alberto Martin,Editorial Board,2016,2016,CREI, Universität Pompeu Fabra
Nicolas Coeurdacier,Editorial Board,2016,2020,Sciences Po
Gerard Padró I Miquel,Editorial Board,2016,2018,London School of Economics
Maria Petrova,Editorial Board,2016,2016,Universität Pompeu FabrA
Alfred Galichon,Editorial Board,2016,2016,Sciences Po
Guillaume Plantin,Editorial Board,2016,2016,University of Toulouse
Philipp Schmidt-Dengler,Editorial Board,2016,2019,University of Vienna
Jakub Steiner,Editorial Board,2016,2023,CERGE-EI
Rema Hanna,Editorial Board,2016,2016,University of Zurich
Bàrd Harstad,Editorial Board,2016,2016,University of Oslo
Xavier D'Haultfoeuille,Editorial Board,2016,2017,CREST-ENSAE
Nagore Iriberri,Editorial Board,2016,2016,Universität Pompeu Fabra
Philipp Kircher,Editorial Board,2016,2017,University of Edinburgh
Camille Landais,Editorial Board,2016,2018,London School of Economics
Jérome Adda,Managing Editors,2017,2017,Bocconi University
Christian Hellwig,Managing Editors,2017,2019,University of Toulouse
Botond Koszegi,Managing Editors,2017,2017,Central European University
Uta Schoenberg,Managing Editors,2017,2021,University College London
Manuel Amador,Foreign Editors,2017,2023,University of Minnesota
Emi Nakamura,Foreign Editors,2017,2017,Columbia University
Sylvain Chassang,Foreign Editors,2017,2020,New York University
Giorgio Primiceri,Foreign Editors,2017,2018,Northwestern University
Johannes Stroebel,Foreign Editors,2017,2023,New York University
Navin Kartik,Foreign Editors,2017,2023,Columbia University
Patrick Kline,Foreign Editors,2017,2023,University of California, Berkeley
Magne Mogstad,Foreign Editors,2017,2018,University of Chicago
Johannes Abeler,Editorial Board,2017,2020,Oxford University
Davide Cantoni,Editorial Board,2017,2020,Ludwig-Maximilian University
Kalina Manova,Editorial Board,2017,2018,University of Oxford
Kurt Mitman,Editorial Board,2017,2019,IIES, Stockholm University
Annika Andreasson,Editorial Board,2017,2017,IIES, Stockholm University
Maria Petrova,Editorial Board,2017,2017,Universitat Pompeu Fabra
Giacomo Ponzetto,Editorial Board,2017,2023,CREI, Universitat Pompeu Fabra
Nagore Iriberri,Editorial Board,2017,2017,University of the Basque Country, Universitat Pompeu Fabra
Fabian Waldinger,Editorial Board,2017,2017,London School of Economics
Veronica Guerrieri,Managing Editors,2018,2021,University of Chicago
Dirk Krueger,Managing Editors,2018,2020,University of Pennsylvania
Adam Szeidl,Managing Editors,2018,2021,Central European University
Catherine M. Thomas,Secretary And Business Manager,2018,2021,London School of Economics
Guillermo Ordonez,Foreign Editors,2018,2023,University of Pennsylvania
Melissa Dell,Foreign Editors,2018,2019,2021,2022,Harvard University
Stefanie Stantcheva,Foreign Editors,2018,2020,Harvard University
Jon Steinsson,Foreign Editors,2018,2018,Columbia University
Chao Fu,Foreign Editors,2018,2023,Univerisity of Wisconsin at Madison
Peter Hansen,Foreign Editors,2018,2020,University of North Carolina
Philipp Kircher (Chair),Editorial Board,2018,2020,European University Institute and University of Edinburgh
Ruben Enikolopov,Editorial Board,2018,2023,Universitat Pompeu Fabra and New Economic School
Jeanne Hagenbach,Editorial Board,2018,2023,Sciences Po
Xavier D’Haultfoeuille,Editorial Board,2018,2023,CREST
Nagore Iriberri,Editorial Board,2018,2021,University of the Basque Country, EHU-UPV
Toru Kitagawa,Editorial Board,2018,2023,University College London
Monica Martinez-Bravo,Editorial Board,2018,2021,CEMFI
Filip Matejka,Editorial Board,2018,2023,CERGE-EI
Andreas Moxnes,Editorial Board,2018,2023,University of Oslo
Martin Oehmke,Editorial Board,2018,2023,London School of Economics
Maria Petrova,Editorial Board,2018,2021,IPEG Barcelona
Edouard Schaal,Editorial Board,2018,2023,CREI, Universitat Pompeu Fabra
Florian Scheuer,Editorial Board,2018,2023,University of Zurich
Michele Tertilt,Editorial Board,2018,2019,University of Mannheim
Takuro Yamashita,Editorial Board,2018,2020,University of Toulouse
Andrea Galeotti,Managing Editors,2019,2021,London Business School
Ann Law,Journal Manager,2019,2023,London School of Economics
Francesca Molinari,Foreign Editors,2019,2019,Cornell University
Francisco Buera,Foreign Editors,2019,2020,Washington University in St. Louis
Andres Santos,Foreign Editors,2019,2021,University of California, Los Angeles
Jon Steinsson,Foreign Editors,2019,2022,University of California, Berkeley
Marina Halac,Foreign Editors,2019,2021,Yale University
Alexander Wolitzky,Foreign Editors,2019,2023,MIT
Thomas Chaney,Editorial Board,2019,2019,Sciences Po
Francesco Decarolis,Editorial Board,2019,2023,Bocconi University
Swati Dhingra,Editorial Board,2019,2023,London School of Economics
Peter Kondor,Editorial Board,2019,2020,London School of Economics
Kalina Manova,Editorial Board,2019,2023,University College London
Eduardo Perez-Richet,Editorial Board,2019,2023,Sciences Po
Christoph Rothe,Editorial Board,2019,2023,University of Mannheim
Johannes Spinnewijn,Editorial Board,2019,2023,London School of Economics
Vincent Sterk,Editorial Board,2019,2023,University College London
Fabian Waldinger,Editorial Board,2019,2021,University of Munich
Mirko Wiederholt,Editorial Board,2019,2021,Sciences Po
Noam Yuchtman,Editorial Board,2019,2022,London School of Economics
Thomas Chaney,Managing Editors,2020,2021,Sciences Po
Kurt Mitman,Managing Editors,2020,2021,IIES, Stockholm University
Francesca Molinari,Managing Editors,2020,2021,Cornell University
Mar Reguant,Foreign Editors,2020,2021,Northwestern University
Joshua Schwartzstein,Foreign Editors,2020,2023,Harvard Business School
Melissa Dell,Foreign Editors,2020,2020,Harvard Universit
Timo Boppart,Editorial Board,2020,2023,IIES, Stockholm University
Christian Hellwig,Editorial Board,2020,2020,University of Toulouse
Xavier Jaravel,Editorial Board,2020,2023,London School of Economics
Terri Kneeland,Editorial Board,2020,2023,University College London
Attila Lindner,Editorial Board,2020,2023,University College London
Joan Llull,Editorial Board,2020,2023,Universitat Autònoma de Barcelona
Benjamin Moll,Editorial Board,2020,2023,London School of Economics
Antonio Penta,Editorial Board,2020,2023,Universitat Pompeu Fabra
Martin Weidner,Editorial Board,2020,2021,University College London
David Yanagizawa-Drott,Editorial Board,2020,2023,University of Zurich
Anna Mikusheva,Foreign Editors,2021,2023,MIT
Myrto Kalouptsidi,Foreign Editors,2021,2021,2023,2023,Harvard University
Fuhito Kojima,Foreign Editors,2021,2023,University of Tokyo
Nicola Fuchs-Schündeln (Chair),Editorial Board,2021,2021,Goethe University Frankfurt
Johannes Abeler,Editorial Board,2021,2023,University of Oxford
Abi Adams-Prassl,Editorial Board,2021,2023,University of Oxford
Pedro Bordalo,Editorial Board,2021,2021,Saïd Business School, University of Oxford
Gharad Bryan,Editorial Board,2021,2023,London School of Economics
Konrad Burchardi,Editorial Board,2021,2023,IIES, Stockholm University
Michael Callen,Editorial Board,2021,2023,London School of Economics
Davide Cantoni,Editorial Board,2021,2023,Ludwig-Maximilians-Universität München
Matthew Elliott,Editorial Board,2021,2023,University of Cambridge
Luca Fornaro,Editorial Board,2021,2023,CREI, Universitat Pompeu Fabra
Joachim Freyberger,Editorial Board,2021,2023,University of Bonn
Daniel Garrett,Editorial Board,2021,2023,Toulouse School of Economics
Christian Hellwig,Editorial Board,2021,2021,Toulouse School of Economics
Nir Jaimovich,Editorial Board,2021,2021,University of Zurich
Stephan Lauermann,Editorial Board,2021,2021,2023,2023,University of Bonn
Thomas Le Barbanchon,Editorial Board,2021,2023,Bocconi University
Victoria Vanasco,Editorial Board,2021,2023,CREI
Takuro Yamashita,Editorial Board,2021,2021,Toulouse School of Economics
Shengxing Zhang,Editorial Board,2021,2023,London School of Economics
Chairman,Editorial Committee,2022,2023,
Nicola Fuchs-Schündeln,Editorial Committee,2022,2023,Goethe University Frankfurt
Thomas Chaney,Joint Managing Editors,2022,2022,Sciences Po
Andrea Galeotti,Joint Managing Editors,2022,2023,London Business School
Bård Harstad,Joint Managing Editors,2022,2023,University of Oslo
Nir Jaim Ovich,Joint Managing Editors,2022,2022,University of Zurich
Katrine Loken,Joint Managing Editors,2022,2023,Norwegian School of Economics
Kurt Mitm An,Joint Managing Editors,2022,2022,IIES, Stockholm University
Francesca Molinari,Joint Managing Editors,2022,2022,Cornell University
Miklos Koren,Data Editor,2022,2023,Central European University
Gregory Thwaites,Secretary And Business Manager,2022,2023,Nottingham University
Board Of Directors,Secretary And Business Manager,2022,2023,
Mike Elsby,Secretary And Business Manager,2022,2023,University of Edinburgh
Maria Petrova,Secretary And Business Manager,2022,2023,IPEG Barcelona
Monica Martinez-Bravo,Secretary And Business Manager,2022,2023,CEMFI
Michèle Tertilt,Secretary And Business Manager,2022,2023,University of Mannheim
Áureo De Paula,Secretary And Business Manager,2022,2023,University College London
Fabian Waldinger,Secretary And Business Manager,2022,2023,University of Munich
Emily Breza,Foreign Editors,2022,2023,Harvard University
Myrto Kaloup Tsidi,Foreign Editors,2022,2022,Harvard University
Mikkel Plagborg-Moller,Foreign Editors,2022,2023,Princeton University
Teodora Boneva,Editorial Board,2022,2023,University of Bonn
Jan De Loecker,Editorial Board,2022,2023,KU Leuven
Step Han Lauerm Ann,Editorial Board,2022,2022,University of Bonn
Pia Pinger,Editorial Board,2022,2023,University of Cologne
Mar Reguant,Editorial Board,2022,2023,Northwestern University
Federica Romei,Editorial Board,2022,2023,University of Oxford
Martin Weidner,Editorial Board,2022,2023,University of Oxford
Takuro Yam Ashita,Editorial Board,2022,2022,Toulouse School of Economics
Florian Zimmerman,Editorial Board,2022,2023,briq and University of Bonn
Thomas Chaney,Joint Managing Editors,2023,2023,University of Southern California and Sciences Po
Nir Jaimovich,Joint Managing Editors,2023,2023,University of California, San Diego
Kurt Mitman,Joint Managing Editors,2023,2023,IIES, Stockholm University
Francesca Molinar I,Joint Managing Editors,2023,2023,Cornell University
Elias Papaioannou,Joint Managing Editors,2023,2023,London Business School
Noam Yuchtman,Joint Managing Editors,2023,2023,London School of Economics
Matteo Maggiori,Foreign Editors,2023,2023,Stanford Graduate School of Business
Juliane Begenau,Foreign Editors,2023,2023,Stanford Graduate School of Business
Gabriel Chodorow-Reich,Foreign Editors,2023,2023,Harvard University
Joseph Vavra,Foreign Editors,2023,2023,University of Chicago, Booth School of Business
Takuro Yamashita,Foreign Editors,2023,2023,Osaka University
